date,weekday,District,actual_volume,predicted_volume,volume_difference_percent,roll_avg
12/23/2020 23:00,Wednesday,MnDOT Metro Freeways,71390683,139050393,-48.66,-32.30428571
12/24/2020 23:00,Thursday,MnDOT Metro Freeways,56279627,145034497,-61.2,-33.48428571
12/25/2020 23:00,Friday,MnDOT Metro Freeways,78081187,109628952,-28.78,-36.99142857
12/26/2020 23:00,Saturday,MnDOT Metro Freeways,60658611,93033049,-34.8,-35.43
12/27/2020 23:00,Sunday,MnDOT Metro Freeways,107485897,129811410,-17.2,-32.15857143
12/28/2020 23:00,Monday,MnDOT Metro Freeways,93465051,137327921,-31.94,-31.31285714
12/29/2020 23:00,Tuesday,MnDOT Metro Freeways,103410726,138682105,-25.43,-30.84285714
12/30/2020 23:00,Wednesday,MnDOT Metro Freeways,105263773,141790836,-25.76,-29.08571429
12/31/2020 23:00,Thursday,MnDOT Metro Freeways,64476482,144167538,-55.28,-29.09714286
1/1/2021 23:00,Friday,MnDOT Metro Freeways,80918670,108607463,-25.49,-27.29857143
1/2/2021 23:00,Saturday,MnDOT Metro Freeways,71401720,92136079,-22.5,-26.46428571
1/3/2021 23:00,Sunday,MnDOT Metro Freeways,105755423,127842160,-17.28,-25.72857143
1/4/2021 23:00,Monday,MnDOT Metro Freeways,108498557,134531768,-19.35,-20.73428571
1/5/2021 23:00,Tuesday,MnDOT Metro Freeways,109192456,135794026,-19.59,-19.82571429
1/6/2021 23:00,Wednesday,MnDOT Metro Freeways,110183327,138786915,-20.61,-19.45571429
1/7/2021 23:00,Thursday,MnDOT Metro Freeways,114236492,143369663,-20.32,-19.14428571
1/8/2021 23:00,Friday,MnDOT Metro Freeways,87783054,108543335,-19.13,-18.67142857
1/9/2021 23:00,Saturday,MnDOT Metro Freeways,73523745,91795800,-19.91,-17.91428571
1/10/2021 23:00,Sunday,MnDOT Metro Freeways,108503465,127800900,-15.1,-19.48857143
1/11/2021 23:00,Monday,MnDOT Metro Freeways,41179145,49046716,-16.04,-20.89142857
1/12/2021 23:00,Tuesday,MnDOT Metro Freeways,116794010,136270074,-14.29,-20.60142857
1/13/2021 23:00,Wednesday,MnDOT Metro Freeways,94729519,138554007,-31.63,-20.11285714
1/14/2021 23:00,Thursday,MnDOT Metro Freeways,100456031,143797137,-30.14,-20.06285714
1/15/2021 23:00,Friday,MnDOT Metro Freeways,90138824,108735810,-17.1,-20.67857143
1/16/2021 23:00,Saturday,MnDOT Metro Freeways,76783073,91939432,-16.49,-21.16285714
1/17/2021 23:00,Sunday,MnDOT Metro Freeways,109288105,128196544,-14.75,-18.97
1/18/2021 23:00,Monday,MnDOT Metro Freeways,107383868,134816145,-20.35,-16.97857143
1/19/2021 23:00,Tuesday,MnDOT Metro Freeways,111975826,136020375,-17.68,-18.05
1/20/2021 23:00,Wednesday,MnDOT Metro Freeways,115393351,137830731,-16.28,-18.77428571
1/21/2021 23:00,Thursday,MnDOT Metro Freeways,120150255,143384259,-16.2,-18.83
1/22/2021 23:00,Friday,MnDOT Metro Freeways,81621474,108252582,-24.6,-18.37142857
1/23/2021 23:00,Saturday,MnDOT Metro Freeways,71801800,91542124,-21.56,-18.23428571
1/24/2021 23:00,Sunday,MnDOT Metro Freeways,107841340,127078216,-15.14,-18.19428571
1/25/2021 23:00,Monday,MnDOT Metro Freeways,111985480,135147267,-17.14,-17.96285714
1/26/2021 23:00,Tuesday,MnDOT Metro Freeways,112753235,135395276,-16.72,-16.71571429
1/27/2021 23:00,Wednesday,MnDOT Metro Freeways,117256077,139590753,-16,-15.76714286
1/28/2021 23:00,Thursday,MnDOT Metro Freeways,123474372,144552212,-14.58,-15.54142857
1/29/2021 23:00,Friday,MnDOT Metro Freeways,91991632,109348445,-15.87,-15.30428571
1/30/2021 23:00,Saturday,MnDOT Metro Freeways,78768552,92582713,-14.92,-14.82571429
1/31/2021 23:00,Sunday,MnDOT Metro Freeways,111564407,129072895,-13.56,-16.81142857
2/1/2021 23:00,Monday,MnDOT Metro Freeways,115319112,136435916,-15.48,-17.35714286
2/2/2021 23:00,Tuesday,MnDOT Metro Freeways,119059984,137440948,-13.37,-17.97285714
2/3/2021 23:00,Wednesday,MnDOT Metro Freeways,97786783,139493937,-29.9,-19.63428571
2/4/2021 23:00,Thursday,MnDOT Metro Freeways,117804338,144368176,-18.4,-20.62857143
2/5/2021 23:00,Friday,MnDOT Metro Freeways,87252527,109315633,-20.18,-21.32285714
2/6/2021 23:00,Saturday,MnDOT Metro Freeways,68372795,93086409,-26.55,-22.02285714
2/7/2021 23:00,Sunday,MnDOT Metro Freeways,102577499,129060998,-20.52,-20.60428571
2/8/2021 23:00,Monday,MnDOT Metro Freeways,109322325,137239910,-20.34,-20.95285714
2/9/2021 23:00,Tuesday,MnDOT Metro Freeways,113201184,138506903,-18.27,-20.59
2/10/2021 23:00,Wednesday,MnDOT Metro Freeways,113431041,141740128,-19.97,-20.10285714
2/11/2021 23:00,Thursday,MnDOT Metro Freeways,115781199,146258369,-20.84,-20.37714286
2/12/2021 23:00,Friday,MnDOT Metro Freeways,92094039,111814166,-17.64,-20.35571429
2/13/2021 23:00,Saturday,MnDOT Metro Freeways,73171485,95206753,-23.14,-21.12
2/14/2021 23:00,Sunday,MnDOT Metro Freeways,102136638,131694313,-22.44,-21.08285714
2/15/2021 23:00,Monday,MnDOT Metro Freeways,110550184,138509038,-20.19,-20.40857143
2/16/2021 23:00,Tuesday,MnDOT Metro Freeways,104795101,137196474,-23.62,-19.44142857
2/17/2021 23:00,Wednesday,MnDOT Metro Freeways,114840756,143031660,-19.71,-18.84571429
2/18/2021 23:00,Thursday,MnDOT Metro Freeways,123753921,147540592,-16.12,-17.76142857
2/19/2021 23:00,Friday,MnDOT Metro Freeways,100846985,113148972,-10.87,-17.18
2/20/2021 23:00,Saturday,MnDOT Metro Freeways,78017795,96282221,-18.97,-15.97
2/21/2021 23:00,Sunday,MnDOT Metro Freeways,113016038,132721003,-14.85,-15.19428571
2/22/2021 23:00,Monday,MnDOT Metro Freeways,116845407,139301653,-16.12,-14.82714286
2/23/2021 23:00,Tuesday,MnDOT Metro Freeways,119597376,140954707,-15.15,-14.21
2/24/2021 23:00,Wednesday,MnDOT Metro Freeways,122435234,142838765,-14.28,-14.42142857
2/25/2021 23:00,Thursday,MnDOT Metro Freeways,128078769,148156769,-13.55,-14.40285714
2/26/2021 23:00,Friday,MnDOT Metro Freeways,105782701,113200680,-6.55,-14.24
2/27/2021 23:00,Saturday,MnDOT Metro Freeways,76873615,96638325,-20.45,-14.09285714
2/28/2021 23:00,Sunday,MnDOT Metro Freeways,113595563,133202558,-14.72,-14.09285714
3/1/2021 23:00,Monday,MnDOT Metro Freeways,118641048,139545833,-14.98,-13.97
3/2/2021 23:00,Tuesday,MnDOT Metro Freeways,121546368,141530507,-14.12,-14.09428571
3/3/2021 23:00,Wednesday,MnDOT Metro Freeways,124970669,145790066,-14.28,-12.43714286
3/4/2021 23:00,Thursday,MnDOT Metro Freeways,130723005,149723790,-12.69,-12.27714286
3/5/2021 23:00,Friday,MnDOT Metro Freeways,106955293,115521252,-7.42,-12.22571429
3/6/2021 23:00,Saturday,MnDOT Metro Freeways,89449582,98132694,-8.85,-12.95
3/7/2021 23:00,Sunday,MnDOT Metro Freeways,116757842,135129963,-13.6,-12.96571429
3/8/2021 23:00,Monday,MnDOT Metro Freeways,121946050,142825729,-14.62,-13.01
3/9/2021 23:00,Tuesday,MnDOT Metro Freeways,113806704,140825409,-19.19,-12.77142857
3/10/2021 23:00,Wednesday,MnDOT Metro Freeways,124986035,145987627,-14.39,-12.88285714
3/11/2021 23:00,Thursday,MnDOT Metro Freeways,131930328,151640784,-13,-14.52857143
3/12/2021 23:00,Friday,MnDOT Metro Freeways,109900213,116607718,-5.75,-14.94142857
3/13/2021 23:00,Saturday,MnDOT Metro Freeways,90300064,99921075,-9.63,-14.12
3/15/2021 0:00,Monday,MnDOT Metro Freeways,101328428,135324669,-25.12,-13.9
3/16/2021 0:00,Tuesday,MnDOT Metro Freeways,117989592,143035550,-17.51,-13.68
3/17/2021 0:00,Wednesday,MnDOT Metro Freeways,125509160,145001446,-13.44,-13.71285714
3/18/2021 0:00,Thursday,MnDOT Metro Freeways,127432652,146220422,-12.85,-13.84285714
3/19/2021 0:00,Friday,MnDOT Metro Freeways,133581030,150863398,-11.46,-12.04142857
3/20/2021 0:00,Saturday,MnDOT Metro Freeways,110614091,117651146,-5.98,-11.96857143
3/21/2021 0:00,Sunday,MnDOT Metro Freeways,89978100,100576534,-10.54,-12.60142857
3/22/2021 0:00,Monday,MnDOT Metro Freeways,119830484,136967404,-12.51,-12.56571429
3/23/2021 0:00,Tuesday,MnDOT Metro Freeways,119955201,144531383,-17,-12.58
3/24/2021 0:00,Wednesday,MnDOT Metro Freeways,119968402,146063581,-17.87,-13.51428571
3/25/2021 0:00,Thursday,MnDOT Metro Freeways,129478173,148149035,-12.6,-13.48571429
3/26/2021 0:00,Friday,MnDOT Metro Freeways,135566217,153293236,-11.56,-13.54857143
3/27/2021 0:00,Saturday,MnDOT Metro Freeways,104029194,118918512,-12.52,-13.28142857
3/28/2021 0:00,Sunday,MnDOT Metro Freeways,91736193,102320412,-10.34,-12.67
3/29/2021 0:00,Monday,MnDOT Metro Freeways,117642255,135137765,-12.95,-12.6
3/30/2021 0:00,Tuesday,MnDOT Metro Freeways,124048694,146155067,-15.13,-12.79857143
3/31/2021 0:00,Wednesday,MnDOT Metro Freeways,127186957,147196512,-13.59,-12.17142857
4/1/2021 0:00,Thursday,MnDOT Metro Freeways,132060006,150254491,-12.11,-11.70142857
4/2/2021 0:00,Friday,MnDOT Metro Freeways,135093812,155199213,-12.95,-11.11714286
4/3/2021 0:00,Saturday,MnDOT Metro Freeways,109391326,119071572,-8.13,-11.14428571
4/4/2021 0:00,Sunday,MnDOT Metro Freeways,95632497,102891370,-7.05,-11.24714286
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
